
=== 2026-05-21T18:03:10 ===
F:\TFM experimento\training\.venv\Scripts\python.exe F:\TFM experimento\training\scripts\train_cls_hparams.py --data F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard --model F:\TFM experimento\training\runs\classify\runs\domainmix_pd5_from_fieldaug_e25_e10\weights\best.pt --epochs 25 --imgsz 320 --batch 32 --workers 4 --device 0 --project runs/pareto --name p02_img320_lr5e4_wd5e4_augmed_e25 --optimizer AdamW --lr0 0.0005 --weight-decay 0.0005 --dropout 0.0 --freeze 0 --aug-profile medium --mixup 0.0 --cutmix 0.0
New https://pypi.org/project/ultralytics/8.4.52 available  Update with 'pip install -U ultralytics'
Ultralytics 8.4.50  Python-3.12.10 torch-2.12.0+cu126 CUDA:0 (NVIDIA GeForce RTX 3080, 10240MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, angle=1.0, augment=False, auto_augment=randaugment, batch=32, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, cls_pw=0.0, compile=False, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard, degrees=20, deterministic=True, device=0, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, end2end=None, epochs=25, erasing=0.25, exist_ok=False, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.035, hsv_s=0.65, hsv_v=0.55, imgsz=320, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.0005, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=F:\TFM experimento\training\runs\classify\runs\domainmix_pd5_from_fieldaug_e25_e10\weights\best.pt, momentum=0.937, mosaic=1.0, multi_scale=0.0, name=p02_img320_lr5e4_wd5e4_augmed_e25, nbs=64, nms=False, opset=None, optimize=False, optimizer=AdamW, overlap_mask=True, patience=10, perspective=0.0008, plots=True, pose=12.0, pretrained=True, profile=False, project=runs/pareto, rect=False, resume=False, retina_masks=False, rle=1.0, save=True, save_conf=False, save_crop=False, save_dir=F:\TFM experimento\training\runs\classify\runs\pareto\p02_img320_lr5e4_wd5e4_augmed_e25, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.35, seed=0, shear=6, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=classify, time=None, tracker=botsort.yaml, translate=0.12, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=4, workspace=None
[34m[1mtrain:[0m F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\train... found 15125 images in 10 classes  
ERROR [34m[1mval:[0m F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\val... found 69 images in 8 classes (requires 10 classes, not 8)
[34m[1mtest:[0m None...
                   from  n    params  module                                       arguments                     
  0                  -1  1       464  ultralytics.nn.modules.conv.Conv             [3, 16, 3, 2]                 
  1                  -1  1      4672  ultralytics.nn.modules.conv.Conv             [16, 32, 3, 2]                
  2                  -1  1      7360  ultralytics.nn.modules.block.C2f             [32, 32, 1, True]             
  3                  -1  1     18560  ultralytics.nn.modules.conv.Conv             [32, 64, 3, 2]                
  4                  -1  2     49664  ultralytics.nn.modules.block.C2f             [64, 64, 2, True]             
  5                  -1  1     73984  ultralytics.nn.modules.conv.Conv             [64, 128, 3, 2]               
  6                  -1  2    197632  ultralytics.nn.modules.block.C2f             [128, 128, 2, True]           
  7                  -1  1    295424  ultralytics.nn.modules.conv.Conv             [128, 256, 3, 2]              
  8                  -1  1    460288  ultralytics.nn.modules.block.C2f             [256, 256, 1, True]           
  9                  -1  1    343050  ultralytics.nn.modules.head.Classify         [256, 10]                     
YOLOv8n-cls summary: 56 layers, 1,451,098 parameters, 1,451,098 gradients, 3.4 GFLOPs
Transferred 158/158 items from pretrained weights
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.10.0 ms, read: 79.163.4 MB/s, size: 20.0 KB)
[K[34m[1mtrain: [0mScanning F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\train... 15125 images, 0 corrupt: 100% ━━━━━━━━━━━━ 15125/15125  0.0s
[34m[1mval: [0mFast image access  (ping: 0.10.0 ms, read: 432.5283.9 MB/s, size: 63.0 KB)
[K[34m[1mval: [0mScanning F:\TFM experimento\training\dataset\domain_mix_zenodo_plantdoc_pd5_umair_hard\val... 69 images, 0 corrupt: 100% ━━━━━━━━━━━━ 69/69  0.0s
[34m[1moptimizer:[0m AdamW(lr=0.0005, momentum=0.937) with parameter groups 26 weight(decay=0.0), 27 weight(decay=0.0005), 27 bias(decay=0.0)
Image sizes 320 train, 320 val
Using 4 dataloader workers
Logging results to [1mF:\TFM experimento\training\runs\classify\runs\pareto\p02_img320_lr5e4_wd5e4_augmed_e25[0m
Starting training for 25 epochs...
      Epoch    GPU_mem       loss  Instances       Size
[K       1/25     0.727G     0.3385         32        320: 0% ──────────── 0/473  1.1s
[K      15/25     0.939G       0.07         32        320: 21% ━━╸───────── 99/473 12.9it/s 8.8s<29.0s
[K      15/25     0.939G    0.07116         32        320: 21% ━━╸───────── 101/473 14.7it/s 8.9s<25.3s
[K      15/25     0.939G     0.0704         32        320: 22% ━━╸───────── 103/473 14.3it/s 9.0s<25.8s
[K      15/25     0.939G    0.07019         32        320: 22% ━━╸───────── 104/473 11.8it/s 9.2s<31.1s
[K      15/25     0.939G    0.06999         32        320: 22% ━━╸───────── 106/473 14.2it/s 9.3s<25.8s
[K      15/25     0.939G    0.06962         32        320: 23% ━━╸───────── 107/473 12.7it/s 9.4s<28.7s
[K      15/25     0.939G    0.06942         32        320: 23% ━━╸───────── 108/473 11.0it/s 9.5s<33.0s
[K      15/25     0.939G    0.06843         32        320: 23% ━━╸───────── 111/473 13.7it/s 9.7s<26.4s
[K      15/25     0.939G    0.06836         32        320: 24% ━━╸───────── 112/473 10.9it/s 9.9s<33.0s
[K      15/25     0.939G     0.0673         32        320: 24% ━━╸───────── 115/473 12.3it/s 10.1s<29.2s
[K      15/25     0.939G    0.06747         32        320: 25% ━━╸───────── 117/473 14.4it/s 10.2s<24.8s
[K      15/25     0.939G     0.0688         32        320: 25% ━━━───────── 119/473 12.6it/s 10.4s<28.1s
[K      15/25     0.939G     0.0714         32        320: 26% ━━━───────── 121/473 14.6it/s 10.5s<24.0s
[K      15/25     0.939G    0.07117         32        320: 26% ━━━───────── 123/473 15.0it/s 10.7s<23.3s
[K      15/25     0.939G    0.07129         32        320: 26% ━━━───────── 124/473 11.6it/s 10.9s<30.0s
[K      15/25     0.939G    0.07094         32        320: 27% ━━━───────── 126/473 13.5it/s 11.0s<25.8s
[K      15/25     0.939G    0.07031         32        320: 27% ━━━───────── 128/473 12.6it/s 11.2s<27.4s
[K      15/25     0.939G    0.07116         32        320: 28% ━━━───────── 131/473 15.8it/s 11.4s<21.7s
[K      15/25     0.939G     0.0709         32        320: 28% ━━━───────── 132/473 13.4it/s 11.5s<25.4s
[K      15/25     0.939G    0.07015         32        320: 29% ━━━───────── 135/473 16.9it/s 11.6s<20.0s
[K      15/25     0.939G    0.06985         32        320: 29% ━━━───────── 137/473 16.3it/s 11.7s<20.6s
[K      15/25     0.939G    0.06971         32        320: 30% ━━━╸──────── 140/473 14.6it/s 12.0s<22.7s
[K      15/25     0.939G    0.06884         32        320: 30% ━━━╸──────── 142/473 16.2it/s 12.1s<20.5s
[K      15/25     0.939G    0.06871         32        320: 30% ━━━╸──────── 144/473 14.0it/s 12.4s<23.6s
[K      15/25     0.939G    0.06792         32        320: 31% ━━━╸──────── 147/473 16.4it/s 12.5s<19.8s
[K      15/25     0.939G    0.06761         32        320: 31% ━━━╸──────── 148/473 14.0it/s 12.6s<23.2s
[K      15/25     0.939G    0.06844         32        320: 32% ━━━╸──────── 151/473 17.0it/s 12.7s<18.9s
[K      15/25     0.939G    0.06803         32        320: 32% ━━━╸──────── 152/473 13.8it/s 12.9s<23.3s
[K      15/25     0.939G    0.06806         32        320: 33% ━━━╸──────── 155/473 16.8it/s 13.0s<18.9s
[K      15/25     0.939G    0.06826         32        320: 33% ━━━╸──────── 156/473 13.7it/s 13.2s<23.2s
[K      15/25     0.939G    0.06768         32        320: 33% ━━━━──────── 158/473 15.3it/s 13.3s<20.6s
[K      15/25     0.939G    0.06713         32        320: 34% ━━━━──────── 160/473 15.6it/s 13.4s<20.1s
[K      15/25     0.939G    0.06699         32        320: 34% ━━━━──────── 163/473 17.1it/s 13.6s<18.1s
[K      15/25     0.939G    0.06692         32        320: 35% ━━━━──────── 164/473 12.6it/s 14.0s<24.5s
[K      15/25     0.939G     0.0665         32        320: 35% ━━━━──────── 166/473 14.3it/s 14.1s<21.4s
[K      15/25     0.939G    0.06738         32        320: 36% ━━━━──────── 168/473 11.8it/s 14.5s<25.9s
[K      15/25     0.939G    0.06658         32        320: 36% ━━━━──────── 171/473 15.7it/s 14.6s<19.2s
[K      15/25     0.939G    0.06631         32        320: 36% ━━━━──────── 172/473 12.1it/s 14.9s<24.8s
[K      15/25     0.939G    0.06631         32        320: 37% ━━━━──────── 175/473 16.0it/s 15.0s<18.6s
[K      15/25     0.939G    0.06695         32        320: 37% ━━━━──────── 177/473 16.2it/s 15.1s<18.2s
[K      15/25     0.939G    0.06735         32        320: 38% ━━━━╸─────── 180/473 15.9it/s 15.3s<18.4s
[K      15/25     0.939G    0.06679         32        320: 39% ━━━━╸─────── 183/473 17.6it/s 15.4s<16.5s
[K      15/25     0.939G    0.06651         32        320: 39% ━━━━╸─────── 184/473 14.4it/s 15.6s<20.0s
[K      15/25     0.939G    0.06643         32        320: 40% ━━━━╸─────── 187/473 16.5it/s 15.7s<17.3s
[K      15/25     0.939G    0.06651         32        320: 40% ━━━━╸─────── 188/473 12.1it/s 16.3s<23.6s
[K      15/25     0.939G    0.06574         32        320: 40% ━━━━╸─────── 191/473 15.8it/s 16.4s<17.9s
[K      15/25     0.939G    0.06566         32        320: 41% ━━━━╸─────── 192/473 11.9it/s 16.8s<23.5s
[K      15/25     0.939G    0.06602         32        320: 41% ━━━━╸─────── 195/473 15.6it/s 16.9s<17.8s
[K      15/25     0.939G    0.06699         32        320: 41% ━━━━╸─────── 196/473 11.8it/s 17.2s<23.4s
[K      15/25     0.939G    0.06703         32        320: 42% ━━━━━─────── 199/473 14.7it/s 17.4s<18.6s
[K      15/25     0.939G    0.06674         32        320: 42% ━━━━━─────── 200/473 12.5it/s 17.5s<21.8s
[K      15/25     0.939G    0.06626         32        320: 43% ━━━━━─────── 203/473 16.2it/s 17.6s<16.7s
[K      15/25     0.939G    0.06677         32        320: 43% ━━━━━─────── 204/473 13.9it/s 17.7s<19.4s
[K      15/25     0.939G    0.06671         32        320: 44% ━━━━━─────── 207/473 16.6it/s 17.9s<16.1s
[K      15/25     0.939G    0.06622         32        320: 44% ━━━━━─────── 209/473 15.7it/s 18.0s<16.8s
[K      15/25     0.939G    0.06573         32        320: 45% ━━━━━─────── 212/473 15.0it/s 18.2s<17.4s
[K      15/25     0.939G    0.06518         32        320: 45% ━━━━━─────── 215/473 17.4it/s 18.4s<14.8s
[K      15/25     0.939G      0.065         32        320: 46% ━━━━━─────── 216/473 13.6it/s 18.6s<18.8s
[K      15/25     0.939G    0.06497         32        320: 46% ━━━━━╸────── 219/473 17.2it/s 18.7s<14.7s
[K      15/25     0.939G    0.06473         32        320: 47% ━━━━━╸────── 220/473 12.8it/s 19.1s<19.7s
[K      15/25     0.939G    0.06409         32        320: 47% ━━━━━╸────── 223/473 16.5it/s 19.2s<15.2s
[K      15/25     0.939G    0.06438         32        320: 47% ━━━━━╸────── 224/473 13.2it/s 19.4s<18.9s
[K      15/25     0.939G    0.06406         32        320: 48% ━━━━━╸────── 227/473 16.0it/s 19.5s<15.4s
[K      15/25     0.939G    0.06404         32        320: 48% ━━━━━╸────── 228/473 12.4it/s 19.8s<19.8s
[K      15/25     0.939G    0.06465         32        320: 49% ━━━━━╸────── 231/473 14.8it/s 19.9s<16.3s
[K      15/25     0.939G    0.06452         32        320: 49% ━━━━━╸────── 232/473 12.7it/s 20.0s<19.0s
[K      15/25     0.939G    0.06433         32        320: 50% ━━━━━╸────── 235/473 16.5it/s 20.2s<14.4s
[K      15/25     0.939G    0.06422         32        320: 50% ━━━━━╸────── 236/473 13.3it/s 20.3s<17.8s
[K      15/25     0.939G     0.0643         32        320: 51% ━━━━━━────── 239/473 16.2it/s 20.5s<14.5s
[K      15/25     0.939G    0.06452         32        320: 51% ━━━━━━────── 240/473 12.5it/s 20.7s<18.6s
[K      15/25     0.939G    0.06536         32        320: 51% ━━━━━━────── 243/473 13.9it/s 20.9s<16.5s
[K      15/25     0.939G    0.06531         32        320: 52% ━━━━━━────── 244/473 11.4it/s 21.1s<20.1s
[K      15/25     0.939G    0.06504         32        320: 52% ━━━━━━────── 247/473 14.2it/s 21.2s<15.9s
[K      15/25     0.939G    0.06512         32        320: 52% ━━━━━━────── 248/473 11.7it/s 21.4s<19.2s
[K      15/25     0.939G    0.06591         32        320: 53% ━━━━━━────── 252/473 13.3it/s 21.6s<16.6s
[K      15/25     0.939G    0.06534         32        320: 54% ━━━━━━────── 255/473 16.1it/s 21.7s<13.5s
[K      15/25     0.939G    0.06534         32        320: 54% ━━━━━━────── 256/473 12.3it/s 22.0s<17.6s
[K      15/25     0.939G    0.06618         32        320: 55% ━━━━━━╸───── 258/473 14.4it/s 22.1s<14.9s
[K      15/25     0.939G    0.06626         32        320: 55% ━━━━━━╸───── 260/473 11.6it/s 22.5s<18.4s
[K      15/25     0.939G    0.06619         32        320: 56% ━━━━━━╸───── 263/473 13.9it/s 22.7s<15.1s
[K      15/25     0.939G    0.06629         32        320: 56% ━━━━━━╸───── 264/473 11.8it/s 22.8s<17.7s
[K      15/25     0.939G    0.06671         32        320: 56% ━━━━━━╸───── 267/473 15.8it/s 23.0s<13.1s
[K      15/25     0.939G    0.06657         32        320: 57% ━━━━━━╸───── 268/473 12.9it/s 23.1s<15.9s
[K      15/25     0.939G    0.06691         32        320: 57% ━━━━━━╸───── 271/473 16.8it/s 23.2s<12.0s
[K      15/25     0.939G    0.06677         32        320: 58% ━━━━━━╸───── 272/473 13.4it/s 23.4s<15.0s
[K      15/25     0.939G    0.06637         32        320: 58% ━━━━━━╸───── 275/473 15.8it/s 23.6s<12.5s
[K      15/25     0.939G    0.06639         32        320: 58% ━━━━━━━───── 276/473 11.7it/s 24.0s<16.8s
[K      15/25     0.939G    0.06594         32        320: 59% ━━━━━━━───── 279/473 14.1it/s 24.2s<13.7s
[K      15/25     0.939G    0.06579         32        320: 59% ━━━━━━━───── 280/473 11.4it/s 24.4s<16.9s
[K      15/25     0.939G    0.06582         32        320: 60% ━━━━━━━───── 282/473 13.7it/s 24.5s<13.9s
[K      15/25     0.939G    0.06661         32        320: 60% ━━━━━━━───── 284/473 11.0it/s 24.9s<17.2s
[K      15/25     0.939G    0.06678         32        320: 61% ━━━━━━━───── 287/473 15.3it/s 25.1s<12.1s
[K      15/25     0.939G    0.06704         32        320: 61% ━━━━━━━───── 289/473 15.1it/s 25.2s<12.2s
[K      15/25     0.939G    0.06669         32        320: 62% ━━━━━━━───── 292/473 14.2it/s 25.4s<12.7s
[K      15/25     0.939G    0.06648         32        320: 62% ━━━━━━━───── 295/473 16.8it/s 25.6s<10.6s
[K      15/25     0.939G    0.06637         32        320: 63% ━━━━━━━╸──── 296/473 14.2it/s 25.7s<12.5s
[K      15/25     0.939G    0.06597         32        320: 63% ━━━━━━━╸──── 299/473 16.0it/s 25.8s<10.8s
[K      15/25     0.939G    0.06613         32        320: 63% ━━━━━━━╸──── 300/473 13.5it/s 26.0s<12.8s
[K      15/25     0.939G    0.06629         32        320: 64% ━━━━━━━╸──── 303/473 14.2it/s 26.2s<12.0s
[K      15/25     0.939G    0.06638         32        320: 64% ━━━━━━━╸──── 305/473 15.0it/s 26.3s<11.2s
[K      15/25     0.939G    0.06688         32        320: 65% ━━━━━━━╸──── 307/473 12.5it/s 26.6s<13.3s
[K      15/25     0.939G     0.0669         32        320: 66% ━━━━━━━╸──── 310/473 17.2it/s 26.7s<9.5s
[K      15/25     0.939G     0.0672         32        320: 66% ━━━━━━━╸──── 311/473 13.6it/s 26.9s<11.9s
[K      15/25     0.939G    0.06711         32        320: 66% ━━━━━━━╸──── 314/473 12.7it/s 27.2s<12.5s
[K      15/25     0.939G    0.06741         32        320: 67% ━━━━━━━━──── 316/473 14.2it/s 27.3s<11.1s
[K      15/25     0.939G    0.06774         32        320: 67% ━━━━━━━━──── 319/473 13.3it/s 27.5s<11.6s
[K      15/25     0.939G    0.06817         32        320: 68% ━━━━━━━━──── 322/473 11.3it/s 28.0s<13.4s
[K      15/25     0.939G    0.06809         32        320: 69% ━━━━━━━━──── 325/473 14.9it/s 28.1s<9.9s
[K      15/25     0.939G    0.06817         32        320: 69% ━━━━━━━━──── 326/473 11.7it/s 28.4s<12.6s
[K      15/25     0.939G      0.068         32        320: 69% ━━━━━━━━──── 327/473 9.2it/s 28.7s<15.9s
[K      15/25     0.939G    0.06767         32        320: 70% ━━━━━━━━──── 330/473 9.3it/s 29.0s<15.4s
[K      15/25     0.939G    0.06747         32        320: 70% ━━━━━━━━──── 333/473 12.1it/s 29.1s<11.5s
[K      15/25     0.939G    0.06754         32        320: 71% ━━━━━━━━──── 334/473 9.5it/s 29.5s<14.7s
[K      15/25     0.939G    0.06781         32        320: 71% ━━━━━━━━╸─── 337/473 13.9it/s 29.6s<9.8s
[K      15/25     0.939G    0.06807         32        320: 71% ━━━━━━━━╸─── 338/473 11.8it/s 29.7s<11.4s
[K      15/25     0.939G    0.06792         32        320: 72% ━━━━━━━━╸─── 341/473 14.4it/s 29.9s<9.1s
[K      15/25     0.939G     0.0678         32        320: 72% ━━━━━━━━╸─── 342/473 12.8it/s 30.0s<10.2s
[K      15/25     0.939G     0.0683         32        320: 73% ━━━━━━━━╸─── 345/473 16.5it/s 30.1s<7.7s
[K      15/25     0.939G    0.06838         32        320: 73% ━━━━━━━━╸─── 346/473 12.5it/s 30.4s<10.2s
[K      15/25     0.939G    0.06853         32        320: 74% ━━━━━━━━╸─── 349/473 15.6it/s 30.6s<8.0s
[K      15/25     0.939G    0.06874         32        320: 74% ━━━━━━━━╸─── 350/473 12.8it/s 30.7s<9.6s
[K      15/25     0.939G    0.06868         32        320: 74% ━━━━━━━━╸─── 351/473 11.5it/s 30.8s<10.6s
[K      15/25     0.939G     0.0687         32        320: 75% ━━━━━━━━╸─── 353/473 13.7it/s 31.0s<8.7s
[K      15/25     0.939G    0.06884         32        320: 75% ━━━━━━━━━─── 355/473 13.2it/s 31.1s<9.0s
[K      15/25     0.939G    0.06853         32        320: 76% ━━━━━━━━━─── 358/473 13.3it/s 31.3s<8.7s
[K      15/25     0.939G    0.06853         32        320: 76% ━━━━━━━━━─── 361/473 15.8it/s 31.5s<7.1s
[K      15/25     0.939G    0.06862         32        320: 77% ━━━━━━━━━─── 363/473 12.7it/s 31.9s<8.7s
[K      15/25     0.939G    0.06838         32        320: 78% ━━━━━━━━━─── 367/473 13.3it/s 32.1s<8.0s
[K      15/25     0.939G     0.0681         32        320: 78% ━━━━━━━━━─── 371/473 12.8it/s 32.5s<7.9s
[K      15/25     0.939G    0.06894         32        320: 79% ━━━━━━━━━╸── 375/473 14.3it/s 32.7s<6.8s
[K      15/25     0.939G    0.06891         32        320: 80% ━━━━━━━━━╸── 379/473 15.3it/s 32.9s<6.1s
[K      15/25     0.939G    0.06896         32        320: 81% ━━━━━━━━━╸── 382/473 19.6it/s 33.0s<4.6s
[K      15/25     0.939G      0.069         32        320: 81% ━━━━━━━━━╸── 383/473 15.0it/s 33.3s<6.0s
[K      15/25     0.939G    0.06889         32        320: 82% ━━━━━━━━━╸── 387/473 15.4it/s 33.5s<5.6s
[K      15/25     0.939G    0.06906         32        320: 83% ━━━━━━━━━╸── 391/473 14.0it/s 33.9s<5.9s
[K      15/25     0.939G    0.06899         32        320: 84% ━━━━━━━━━━── 395/473 12.7it/s 34.3s<6.1s
[K      15/25     0.939G    0.06889         32        320: 84% ━━━━━━━━━━── 397/473 14.8it/s 34.4s<5.1s
[K      15/25     0.939G    0.06894         32        320: 84% ━━━━━━━━━━── 399/473 13.5it/s 34.6s<5.5s
[K      15/25     0.939G    0.06925         32        320: 85% ━━━━━━━━━━── 403/473 15.7it/s 34.8s<4.5s
[K      15/25     0.939G    0.06945         32        320: 86% ━━━━━━━━━━── 406/473 19.4it/s 34.9s<3.5s
[K      15/25     0.939G     0.0694         32        320: 86% ━━━━━━━━━━── 407/473 16.4it/s 35.0s<4.0s
[K      15/25     0.939G     0.0693         32        320: 87% ━━━━━━━━━━── 411/473 17.5it/s 35.2s<3.5s
[K      15/25     0.939G    0.06937         32        320: 88% ━━━━━━━━━━╸─ 415/473 16.9it/s 35.4s<3.4s
[K      15/25     0.939G    0.06903         32        320: 88% ━━━━━━━━━━╸─ 418/473 17.3it/s 35.6s<3.2s
[K      15/25     0.939G    0.06901         32        320: 89% ━━━━━━━━━━╸─ 421/473 18.8it/s 35.7s<2.8s
[K      15/25     0.939G    0.06896         32        320: 89% ━━━━━━━━━━╸─ 422/473 15.4it/s 35.9s<3.3s
[K      15/25     0.939G    0.06855         32        320: 90% ━━━━━━━━━━╸─ 426/473 15.7it/s 36.1s<3.0s
[K      15/25     0.939G     0.0682         32        320: 91% ━━━━━━━━━━╸─ 430/473 16.9it/s 36.3s<2.5s
[K      15/25     0.939G    0.06789         32        320: 92% ━━━━━━━━━━╸─ 433/473 18.9it/s 36.5s<2.1s
[K      15/25     0.939G    0.06823         32        320: 92% ━━━━━━━━━━━─ 435/473 14.7it/s 36.9s<2.6s
[K      15/25     0.939G    0.06842         32        320: 93% ━━━━━━━━━━━─ 439/473 13.1it/s 37.3s<2.6s
[K      15/25     0.939G    0.06841         32        320: 94% ━━━━━━━━━━━─ 443/473 15.5it/s 37.5s<1.9s
[K      15/25     0.939G    0.06825         32        320: 95% ━━━━━━━━━━━─ 447/473 16.4it/s 37.7s<1.6s
[K      15/25     0.939G    0.06819         32        320: 95% ━━━━━━━━━━━─ 451/473 15.3it/s 38.0s<1.4s
[K      15/25     0.939G    0.06821         32        320: 96% ━━━━━━━━━━━╸ 455/473 15.8it/s 38.3s<1.1s
[K      15/25     0.939G    0.06819         32        320: 97% ━━━━━━━━━━━╸ 459/473 15.4it/s 38.5s<0.9s
[K      15/25     0.939G    0.06803         32        320: 98% ━━━━━━━━━━━╸ 463/473 14.3it/s 38.9s<0.7s
[K      15/25     0.939G    0.06817         32        320: 99% ━━━━━━━━━━━╸ 467/473 15.3it/s 39.1s<0.4s
[K      15/25     0.939G    0.06798         32        320: 100% ━━━━━━━━━━━╸ 471/473 16.5it/s 39.3s<0.1s
[K      15/25     0.939G    0.06805         21        320: 100% ━━━━━━━━━━━━ 473/473 12.0it/s 39.3s


[K               classes   top1_acc   top5_acc: 100% ━━━━━━━━━━━━ 2/2 100.0it/s 0.0s

                   all      0.464      0.652



      Epoch    GPU_mem       loss  Instances       Size


[K      16/25     0.939G    0.01296         32        320: 0% ──────────── 0/473  0.2s
[K      16/25     0.939G    0.03468         32        320: 0% ──────────── 2/473 4.0it/s 0.4s<1:58
[K      16/25     0.939G    0.05923         32        320: 1% ──────────── 4/473 8.6it/s 0.5s<54.5s
[K      16/25     0.939G    0.07865         32        320: 1% ──────────── 6/473 10.6it/s 0.6s<44.0s
[K      16/25     0.939G    0.07429         32        320: 2% ──────────── 8/473 12.8it/s 0.7s<36.3s
[K      16/25     0.939G    0.09301         32        320: 2% ──────────── 10/473 12.6it/s 0.9s<36.8s
[K      16/25     0.939G    0.09464         32        320: 3% ──────────── 12/473 14.0it/s 1.0s<32.9s
[K      16/25     0.939G    0.08377         32        320: 3% ──────────── 14/473 14.6it/s 1.2s<31.3s
[K      16/25     0.939G     0.0871         32        320: 3% ──────────── 16/473 16.2it/s 1.3s<28.1s
[K      16/25     0.939G    0.08636         32        320: 4% ──────────── 18/473 16.2it/s 1.4s<28.1s
[K      16/25     0.939G    0.07635         32        320: 4% ╸─────────── 21/473 18.9it/s 1.5s<23.9s
[K      16/25     0.939G    0.07037         32        320: 5% ╸─────────── 23/473 18.1it/s 1.6s<24.8s
[K      16/25     0.939G    0.06759         32        320: 5% ╸─────────── 25/473 15.5it/s 1.8s<28.8s
[K      16/25     0.939G    0.06666         32        320: 6% ╸─────────── 28/473 14.3it/s 2.1s<31.2s
[K      16/25     0.939G    0.06345         32        320: 6% ╸─────────── 30/473 14.7it/s 2.2s<30.1s
[K      16/25     0.939G    0.05994         32        320: 7% ╸─────────── 32/473 15.1it/s 2.3s<29.2s
[K      16/25     0.939G    0.05836         32        320: 7% ╸─────────── 33/473 11.6it/s 2.6s<38.1s
[K      16/25     0.939G    0.05893         32        320: 8% ╸─────────── 36/473 12.3it/s 2.9s<35.5s
[K      16/25     0.939G    0.06059         32        320: 8% ╸─────────── 38/473 12.7it/s 3.0s<34.2s
[K      16/25     0.939G    0.06114         32        320: 9% ━─────────── 41/473 13.5it/s 3.2s<32.0s
[K      16/25     0.939G    0.06132         32        320: 9% ━─────────── 43/473 14.7it/s 3.3s<29.3s
[K      16/25     0.939G    0.05899         32        320: 10% ━─────────── 45/473 14.4it/s 3.5s<29.8s
[K      16/25     0.939G    0.05749         32        320: 10% ━─────────── 47/473 15.7it/s 3.6s<27.1s
[K      16/25     0.939G    0.05709         32        320: 10% ━─────────── 49/473 14.2it/s 3.8s<29.9s
[K      16/25     0.939G    0.05788         32        320: 11% ━─────────── 52/473 15.2it/s 3.9s<27.7s
[K      16/25     0.939G    0.05808         32        320: 11% ━─────────── 53/473 12.6it/s 4.1s<33.5s
[K      16/25     0.939G    0.05807         32        320: 12% ━─────────── 56/473 15.3it/s 4.2s<27.3s
[K      16/25     0.939G    0.05736         32        320: 12% ━─────────── 58/473 16.6it/s 4.3s<25.0s
[K      16/25     0.939G    0.05772         32        320: 12% ━─────────── 59/473 12.9it/s 4.6s<32.0s
[K      16/25     0.939G    0.05615         32        320: 13% ━╸────────── 62/473 15.5it/s 4.7s<26.5s
[K      16/25     0.939G    0.05532         32        320: 13% ━╸────────── 63/473 11.6it/s 5.1s<35.4s
[K      16/25     0.939G    0.05497         32        320: 14% ━╸────────── 65/473 13.2it/s 5.2s<30.9s
[K      16/25     0.939G    0.05459         32        320: 14% ━╸────────── 67/473 12.7it/s 5.4s<32.0s
[K      16/25     0.939G    0.05293         32        320: 15% ━╸────────── 70/473 16.6it/s 5.5s<24.3s
[K      16/25     0.939G    0.05291         32        320: 15% ━╸────────── 71/473 14.2it/s 5.6s<28.3s
[K      16/25     0.939G    0.05357         32        320: 16% ━╸────────── 74/473 16.9it/s 5.8s<23.6s
[K      16/25     0.939G    0.05343         32        320: 16% ━╸────────── 75/473 12.8it/s 6.1s<31.1s
[K      16/25     0.939G    0.05351         32        320: 16% ━╸────────── 78/473 17.5it/s 6.2s<22.6s
[K      16/25     0.939G    0.05295         32        320: 17% ━━────────── 79/473 14.4it/s 6.3s<27.4s
[K      16/25     0.939G    0.05208         32        320: 17% ━━────────── 82/473 17.9it/s 6.4s<21.8s
[K      16/25     0.939G    0.05154         32        320: 18% ━━────────── 83/473 14.8it/s 6.6s<26.3s
